Scan,Element,On Action,DO OFF Command,DO MESSAGE Command,DO WRITE Command,DO INSERT Command,DO CALC Command,DO LOG Command,DO CLEAR Command,DO MESSAGE,I/L Statement,CCS Message
RFBAKE,59,RF 253 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61288 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61288: Resonator TC BNW 4  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,60,RF 254 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61292 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61292: Resonator TC BNW 5  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,61,RF 255 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61296 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61296: Resonator TC BNW 6  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,62,RF 256 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61300 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61300: Resonator TC BNW 7  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,63,RF 257 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61304 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61304: Resonator TC BNW 8  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,64,RF 260 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61308 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61308: Resonator TC BNW 9  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,65,RF 261 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61312 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61312: Resonator TC BNW 10  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,66,RF 262 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61316 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61316: Resonator TC BNE 1  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,67,RF 263 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61320 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61320: Resonator TC BNE 2  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,68,RF 264 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61324 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61324: Resonator TC BNE 3  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,69,RF 265 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61328 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61328: Resonator TC BNE 4  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,70,RF 266 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61332 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61332: Resonator TC BNE 5  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,71,RF 267 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61336 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61336: Resonator TC BNE 6  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,72,RF 270 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61340 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61340: Resonator TC BNE 7  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,73,RF 271 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61344 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61344: Resonator TC BNE 8  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,74,RF 272 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61348 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61348: Resonator TC BNE 9  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,75,RF 273 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61352 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61352: Resonator TC BNE 10  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,76,RF 274 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61356 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61356: Resonator TC BSW 1  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,77,RF 275 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61360 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61360: Resonator TC BSW 2  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,78,RF 276 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61364 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61364: Resonator TC BSW 3  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,79,RF 277 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61368 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61368: Resonator TC BSW 4  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,80,RF 300 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61372 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61372: Resonator TC BSW 5  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,81,RF 301 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61376 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61376: Resonator TC BSW 6  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,82,RF 302 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61380 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61380: Resonator TC BSW 7  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,83,RF 303 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61384 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61384: Resonator TC BSW 8  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,84,RF 304 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61388 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61388: Resonator TC BSW 9  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,85,RF 305 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61392 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61392: Resonator TC BSW 10  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,86,RF 306 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61396 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61396: Resonator TC BSE 1  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,87,RF 307 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61400 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61400: Resonator TC BSE 2  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,88,RF 310 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61404 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61404: Resonator TC BSE 3  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,89,RF 311 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61408 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61408: Resonator TC BSE 4  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,90,RF 312 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61412 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61412: Resonator TC BSE 5  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,91,RF 313 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61416 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61416: Resonator TC BSE 6  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,92,RF 314 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61420 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61420: Resonator TC BSE 7  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,93,RF 315 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61424 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61424: Resonator TC BSE 8  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,94,RF 316 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61428 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61428: Resonator TC BSE 9  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,95,RF 317 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61432 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61432: Resonator TC BSE 10  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,96,RF 353 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61948 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61948: LQ3 #4(A) RF panel water TC  LOW TEMP WARNING XT=2Y ,N/A,N/A
RFBAKE,97,RF 355 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61956 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61956: LQ4 #4(A) RF panel water TC  LOW TEMP WARNING XT=2Y ,N/A,N/A
RFBAKE,98,RF 401 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 62016 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62016: LQ1 #4(A) RF panel water TC  LOW TEMP WARNING XT=2Y ,N/A,N/A
RFBAKE,99,RF 435 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61132 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61132: LQ3 #4(B) ground panel water  LOW TEMP WARNING XT=2Y ,N/A,N/A
RFBAKE,100,RF 436 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61136 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61136: LQ3 #4(C) beamside panel water  LOW TEMP WARNING XT=2Y ,N/A,N/A
RFBAKE,101,RF 456 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61184 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61184: LQ4 #4(B) ground panel water  LOW TEMP WARNING XT=2Y ,N/A,N/A
RFBAKE,102,RF 466 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61644 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61644: LQ4 #4(C) beamside panel water  LOW TEMP WARNING XT=2Y ,N/A,N/A
RFBAKE,103,RF 475 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61664 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61664: DEE gap water line E in TC  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,104,RF 476 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61668 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61668: DEE gap water line E out TC  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,105,RF 477 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61672 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61672: DEE gap water line W in TC  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,106,RF 500 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61676 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61676: DEE gap water line W out TC  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,107,RF 510 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61708 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61708: DEE gap water E in TC  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,108,RF 511 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61712 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61712: DEE gap water E out TC  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,109,RF 512 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61716 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61716: DEE gap water W in TC  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,110,RF 513 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61720 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61720: DEE gap water W out TC  LOW TEMP WARNING XT=2T ,N/A,N/A
RFBAKE,111,RF 530 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61772 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61772: LQ1 #4(B) ground panel water  LOW TEMP WARNING XT=2Y ,N/A,N/A
RFBAKE,112,RF 531 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61776 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61776: LQ1 #4(C) beamside panel water  LOW TEMP WARNING XT=2Y ,N/A,N/A
RFBAKE,113,RF 560 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61860 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61860: Cu ALCW system temp  LOW TEMP WARNING ,N/A,N/A
RFBAKE,114,RF 561 MUX RAW < RF 163 MUX RAW,N/A,DO MESSAGE 61864 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61864: Al ALCW system temp  LOW TEMP WARNING ,N/A,N/A
RFBOOSTER,1,TK 375 MUX RAW = PREVIOUS,N/A,DO MESSAGE 75584,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 75584: RF Booster Watchdog,N/A,N/A
RFBOOSTER,2,"ET 25 DIGI BIT=1 RAW = 0 AND RF 3 REG MASK(hex)=800000 RAW > 0 AND -, TK 370 DIGI BIT=1 RAW = 1",DO OFF TK 370 DIGI,N/A,N/A,N/A,N/A,"DO LOG opslog+mainlog ""RF Booster turned off due to RF crowbar""",N/A,N/A,N/A,N/A
RFBOOSTER,3,FIRST TIME,N/A,N/A,"DO WRITE 0 TO TEMP(1), DO WRITE 1 TO TEMP(2), DO WRITE 1 TO TEMP(3), DO WRITE 1 TO TEMP(4)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFBOOSTER,4,TK 370 DIGI BIT=1 RAW = 1 AND TK 375 MUX RAW != PREVIOUS,N/A,N/A,DO WRITE 1 TO TEMP(1),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFBOOSTER,5,TK 61 REG BIT=1 RAW = 0 AND TEMP(1) = 1 AND TEMP(2) = 1,N/A,DO MESSAGE 5325 ,DO WRITE 0 TO TEMP(2),N/A,N/A,N/A,N/A,DO MESSAGE 5325: RF Booster Amplitude Regulation  OUT (GPanel),N/A,N/A
RFBOOSTER,6,TK 61 REG BIT=1 RAW = 1 AND TEMP(1) = 1 AND TEMP(2) = 0,N/A,DO MESSAGE 5325 ,DO WRITE 1 TO TEMP(2),N/A,N/A,N/A,N/A,DO MESSAGE 5325: RF Booster Amplitude Regulation  OK,N/A,N/A
RFBOOSTER,7,TK 62 REG BIT=1 RAW = 0 AND TEMP(1) = 1 AND TEMP(3) = 1,N/A,DO MESSAGE 5350 ,DO WRITE 0 TO TEMP(3),N/A,N/A,N/A,N/A,DO MESSAGE 5350: RF Booster Phase Regulation  OUT (GPanel),N/A,N/A
RFBOOSTER,8,TK 62 REG BIT=1 RAW = 1 AND TEMP(1) = 1 AND TEMP(3) = 0,N/A,DO MESSAGE 5350 ,DO WRITE 1 TO TEMP(3),N/A,N/A,N/A,N/A,DO MESSAGE 5350: RF Booster Phase Regulation  OK,N/A,N/A
RFBOOSTER,9,TK 63 REG BIT=1 RAW = 0 AND TEMP(1) = 1 AND TEMP(4) = 1,N/A,DO MESSAGE 5375 ,DO WRITE 0 TO TEMP(4),N/A,N/A,N/A,N/A,DO MESSAGE 5375: RF Booster Frequency Lock  NOT LOCKED (GPanel),N/A,N/A
RFBOOSTER,10,TK 63 REG BIT=1 RAW = 1 AND TEMP(1) = 1 AND TEMP(4) = 0,N/A,DO MESSAGE 5375 ,DO WRITE 1 TO TEMP(4),N/A,N/A,N/A,N/A,DO MESSAGE 5375: RF Booster Frequency Lock  LOCKED,N/A,N/A
RFBOOSTER,11,ALWAYS,N/A,N/A,DO WRITE 0 TO TEMP(1),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFBOOSTER,12,TK 370 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 5400,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 5400: RF Booster on/off status,N/A,N/A
RFFAST,1,FIRST TIME,N/A,N/A,DO WRITE 0 TO TEMP(1),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFFAST,2,RF 80 REG RAW != PREVIOUS,N/A,DO MESSAGE 37050,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 37050: RF VSWR Monitor Status,N/A,N/A
RFFAST,3,"IB 208 MUX < 58.0 OR IB 208 MUX > 80.0 AND -, ET 25 DIGI BIT=1 RAW = 1 AND TEMP(1) = 0",N/A,DO MESSAGE 66932 ,DO WRITE 1 TO TEMP(1),N/A,N/A,N/A,N/A,DO MESSAGE 66932: RF Buncher Phase (from Vector Voltmeter)  (IB 208) OUT OF RANGE,N/A,N/A
RFFAST,4,IB 208 MUX >= 58.0 AND IB 208 MUX <= 80.0,N/A,N/A,DO WRITE 0 TO TEMP(1),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFSPARK,1,RF 88 MUXL RAW VARIES BY 328,N/A,DO MESSAGE 60564,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 60564: Electron Pickup PS Voltage,N/A,N/A
RFSPARK,2,RF 88 MUXR RAW VARIES BY 655,N/A,DO MESSAGE 60565,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 60565: Electron Pickup PS Current,N/A,N/A
RFTWV,1,RF 165 MUX SCALED < 15.0 AND TEMP(3) = 0,N/A,DO MESSAGE 60028 ,DO WRITE 1 TO TEMP(3),N/A,N/A,N/A,N/A,DO MESSAGE 60028: 3-Way Valve Position (deg)  RF 165 MUXL [1mnearly CLOSED[0m,N/A,N/A
RFTWV,2,RF 165 MUX SCALED > 70.0,N/A,DO MESSAGE 60028 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 60028: 3-Way Valve Position (deg)  [1mnearly WIDE OPEN[0m,N/A,N/A
RFTWV,3,FIRST TIME,N/A,N/A,"DO WRITE 0 TO TEMP(1), DO WRITE 0 TO TEMP(2), DO WRITE 0 TO TEMP(3)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFTWV,4,RF 365 MUX SCALED > RF 363 MUX SCALED,N/A,DO MESSAGE 72812 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 72812: 3-way valve Temperature  [1mTOO HOT[0m XT=RFTWV,N/A,N/A
RFTWV,5,FIRST TIME,N/A,N/A,DO WRITE 1 TO TEMP(1),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFTWV,6,RF 365 MUX SCALED > RF 364 MUX SCALED AND TEMP(2) = 0,N/A,DO MESSAGE 72808 ,DO WRITE 1 TO TEMP(2),N/A,N/A,N/A,N/A,DO MESSAGE 72808: 3-way valve Bakeout Temp Warn Limit  RF 365 MUX [1mEXCEEDED[0m XT=RFTWV,N/A,N/A
RFTWV,7,TEMP(2) = 1,N/A,N/A,DO WRITE 0 TO TEMP(2),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFTWV,8,FIRST TIME,N/A,N/A,DO WRITE 1 TO TEMP(5),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFTWV,9,"RF 522 MUX SCALED < RF 534 MUX SCALED OR -, RF 522 MUX SCALED > RF 535 MUX SCALED AND -, TEMP(5) >= 1",N/A,DO MESSAGE 75800 ,DO WRITE 2 TO TEMP(5),N/A,N/A,N/A,N/A,DO MESSAGE 75800: Supply Valve Pressure  [1mOUT OF RANGE[0m XT=RFPCV,N/A,N/A
RFTWV,10,TEMP(5) = 2,N/A,N/A,DO WRITE 0 TO TEMP(5),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFTWV,11,TEMP(5) = 0,N/A,N/A,DO WRITE 1 TO TEMP(5),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFTWV,12,FIRST TIME,N/A,N/A,DO WRITE 1 TO TEMP(6),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFTWV,13,"RF 592 MUX SCALED < RF 593 MUX SCALED OR -, RF 592 MUX SCALED > RF 594 MUX SCALED AND -, TEMP(6) >= 1",N/A,DO MESSAGE 79764 ,DO WRITE 2 TO TEMP(6),N/A,N/A,N/A,N/A,DO MESSAGE 79764: Differential Pressure (Supply - Return)  [1mOUT OF RANGE[0m XT=RFPCV,N/A,N/A
RFTWV,14,TEMP(6) = 2,N/A,N/A,DO WRITE 0 TO TEMP(6),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFTWV,15,TEMP(6) = 0,N/A,N/A,DO WRITE 1 TO TEMP(6),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFTWV,16,TEMP(3) = 1,N/A,N/A,DO WRITE 0 TO TEMP(3),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RF,1,RF 0 REG RAW != PREVIOUS,N/A,DO MESSAGE 5875,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 5875: RF Summary,N/A,N/A
RF,2,RF 1 REG RAW != PREVIOUS,N/A,DO MESSAGE 5800,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 5800: PA1 and PA2,N/A,N/A
RF,3,RF 2 REG RAW != PREVIOUS,N/A,DO MESSAGE 5825,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 5825: PA3 and PA4,N/A,N/A
RF,4,RF 3 REG MASK(hex)=FEFFFF RAW != PREVIOUS,N/A,DO MESSAGE 5850,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 5850: IPA and HVPS,N/A,N/A
RF,5,RF 77 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 2425,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 2425: RF synthesizer,N/A,N/A
RF,6,RF 370 MUX SCALED >= 35.0,N/A,DO MESSAGE 61980,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61980: TC1 UTRA #0 ambient ref temp box,N/A,N/A
RF,7,RF 371 MUX SCALED >= 35.0,N/A,DO MESSAGE 61984,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61984: TC1 UTRA #1 ambient ref temp box,N/A,N/A
RF,8,RF 372 MUX SCALED >= 35.0,N/A,DO MESSAGE 61988,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61988: TC1 UTRA #2 ambient ref temp box,N/A,N/A
RF,9,RF 373 MUX SCALED >= 35.0,N/A,DO MESSAGE 61992,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61992: TC1 UTRA #3 ambient ref temp box,N/A,N/A
RF,10,RF 374 MUX SCALED >= 35.0,N/A,DO MESSAGE 61996,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61996: TC2 UTRA #0 ambient ref temp box,N/A,N/A
RF,11,RF 375 MUX SCALED >= 35.0,N/A,DO MESSAGE 62000,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62000: TC2 UTRA #1 ambient ref temp box,N/A,N/A
RF,12,ALWAYS,N/A,N/A,"DO WRITE 0 TO TEMP(1), DO WRITE 0 TO TEMP(2)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
RF,13,"RF 101 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 101 MUX RAW TO TEMP(1), DO WRITE 65 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,14,"RF 103 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 103 MUX RAW TO TEMP(1), DO WRITE 67 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,15,"RF 104 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 104 MUX RAW TO TEMP(1), DO WRITE 68 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,16,"RF 105 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 105 MUX RAW TO TEMP(1), DO WRITE 69 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,17,"RF 106 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 106 MUX RAW TO TEMP(1), DO WRITE 70 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,18,"RF 107 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 107 MUX RAW TO TEMP(1), DO WRITE 71 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,19,"RF 110 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 110 MUX RAW TO TEMP(1), DO WRITE 72 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,20,"RF 115 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 115 MUX RAW TO TEMP(1), DO WRITE 77 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,21,"RF 116 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 116 MUX RAW TO TEMP(1), DO WRITE 78 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,22,"RF 121 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 121 MUX RAW TO TEMP(1), DO WRITE 81 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,23,"RF 123 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 123 MUX RAW TO TEMP(1), DO WRITE 83 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,24,"RF 124 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 124 MUX RAW TO TEMP(1), DO WRITE 84 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,25,"RF 127 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 127 MUX RAW TO TEMP(1), DO WRITE 87 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,26,"RF 131 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 131 MUX RAW TO TEMP(1), DO WRITE 89 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
